timestamp,plant_id,generation_MW,capacity_MW
2025-01-02 20:00:00,SOL_KOPPAL_50,0.264,50.0
2025-01-02 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-02 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-02 23:00:00,SOL_KOPPAL_50,0.336,50.0
2025-01-03 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 02:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 03:00:00,SOL_KOPPAL_50,0.657,50.0
2025-01-03 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 06:00:00,SOL_KOPPAL_50,1.996,50.0
2025-01-03 07:00:00,SOL_KOPPAL_50,5.838,50.0
2025-01-03 08:00:00,SOL_KOPPAL_50,13.168,50.0
2025-01-03 09:00:00,SOL_KOPPAL_50,18.538,50.0
2025-01-03 10:00:00,SOL_KOPPAL_50,23.315,50.0
2025-01-03 11:00:00,SOL_KOPPAL_50,27.308,50.0
2025-01-03 12:00:00,SOL_KOPPAL_50,27.977,50.0
2025-01-03 13:00:00,SOL_KOPPAL_50,26.879,50.0
2025-01-03 14:00:00,SOL_KOPPAL_50,22.545,50.0
2025-01-03 15:00:00,SOL_KOPPAL_50,13.619,50.0
2025-01-03 16:00:00,SOL_KOPPAL_50,6.033,50.0
2025-01-03 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-03 21:00:00,SOL_KOPPAL_50,1.071,50.0
2025-01-03 22:00:00,SOL_KOPPAL_50,0.56,50.0
2025-01-03 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-04 00:00:00,SOL_KOPPAL_50,0.927,50.0
2025-01-04 01:00:00,SOL_KOPPAL_50,0.275,50.0
2025-01-04 02:00:00,SOL_KOPPAL_50,0.867,50.0
2025-01-04 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-04 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-04 05:00:00,SOL_KOPPAL_50,0.128,50.0
2025-01-04 06:00:00,SOL_KOPPAL_50,0.443,50.0
2025-01-04 07:00:00,SOL_KOPPAL_50,6.897,50.0
2025-01-04 08:00:00,SOL_KOPPAL_50,15.464,50.0
2025-01-04 09:00:00,SOL_KOPPAL_50,23.756,50.0
2025-01-04 10:00:00,SOL_KOPPAL_50,29.359,50.0
2025-01-04 11:00:00,SOL_KOPPAL_50,31.064,50.0
2025-01-04 12:00:00,SOL_KOPPAL_50,30.09,50.0
2025-01-04 13:00:00,SOL_KOPPAL_50,25.59,50.0
2025-01-04 14:00:00,SOL_KOPPAL_50,20.436,50.0
2025-01-04 15:00:00,SOL_KOPPAL_50,12.576,50.0
2025-01-04 16:00:00,SOL_KOPPAL_50,6.224,50.0
2025-01-04 17:00:00,SOL_KOPPAL_50,0.454,50.0
2025-01-04 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-04 19:00:00,SOL_KOPPAL_50,0.305,50.0
2025-01-04 20:00:00,SOL_KOPPAL_50,1.852,50.0
2025-01-04 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-04 22:00:00,SOL_KOPPAL_50,0.159,50.0
2025-01-04 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 01:00:00,SOL_KOPPAL_50,0.404,50.0
2025-01-05 02:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 05:00:00,SOL_KOPPAL_50,0.665,50.0
2025-01-05 06:00:00,SOL_KOPPAL_50,0.878,50.0
2025-01-05 07:00:00,SOL_KOPPAL_50,6.17,50.0
2025-01-05 08:00:00,SOL_KOPPAL_50,14.033,50.0
2025-01-05 09:00:00,SOL_KOPPAL_50,21.255,50.0
2025-01-05 10:00:00,SOL_KOPPAL_50,27.437,50.0
2025-01-05 11:00:00,SOL_KOPPAL_50,32.476,50.0
2025-01-05 12:00:00,SOL_KOPPAL_50,31.387,50.0
2025-01-05 13:00:00,SOL_KOPPAL_50,28.345,50.0
2025-01-05 14:00:00,SOL_KOPPAL_50,22.975,50.0
2025-01-05 15:00:00,SOL_KOPPAL_50,14.127,50.0
2025-01-05 16:00:00,SOL_KOPPAL_50,5.774,50.0
2025-01-05 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 19:00:00,SOL_KOPPAL_50,0.814,50.0
2025-01-05 20:00:00,SOL_KOPPAL_50,0.598,50.0
2025-01-05 21:00:00,SOL_KOPPAL_50,1.201,50.0
2025-01-05 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-05 23:00:00,SOL_KOPPAL_50,0.454,50.0
2025-01-06 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 02:00:00,SOL_KOPPAL_50,0.716,50.0
2025-01-06 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 05:00:00,SOL_KOPPAL_50,0.589,50.0
2025-01-06 06:00:00,SOL_KOPPAL_50,0.725,50.0
2025-01-06 07:00:00,SOL_KOPPAL_50,5.89,50.0
2025-01-06 08:00:00,SOL_KOPPAL_50,12.165,50.0
2025-01-06 09:00:00,SOL_KOPPAL_50,20.473,50.0
2025-01-06 10:00:00,SOL_KOPPAL_50,26.975,50.0
2025-01-06 11:00:00,SOL_KOPPAL_50,32.828,50.0
2025-01-06 12:00:00,SOL_KOPPAL_50,30.623,50.0
2025-01-06 13:00:00,SOL_KOPPAL_50,28.667,50.0
2025-01-06 14:00:00,SOL_KOPPAL_50,22.995,50.0
2025-01-06 15:00:00,SOL_KOPPAL_50,16.251,50.0
2025-01-06 16:00:00,SOL_KOPPAL_50,7.144,50.0
2025-01-06 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 18:00:00,SOL_KOPPAL_50,0.016,50.0
2025-01-06 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 20:00:00,SOL_KOPPAL_50,0.102,50.0
2025-01-06 21:00:00,SOL_KOPPAL_50,0.746,50.0
2025-01-06 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-06 23:00:00,SOL_KOPPAL_50,1.336,50.0
2025-01-07 00:00:00,SOL_KOPPAL_50,0.27,50.0
2025-01-07 01:00:00,SOL_KOPPAL_50,0.594,50.0
2025-01-07 02:00:00,SOL_KOPPAL_50,0.483,50.0
2025-01-07 03:00:00,SOL_KOPPAL_50,0.239,50.0
2025-01-07 04:00:00,SOL_KOPPAL_50,0.376,50.0
2025-01-07 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-07 06:00:00,SOL_KOPPAL_50,0.964,50.0
2025-01-07 07:00:00,SOL_KOPPAL_50,5.581,50.0
2025-01-07 08:00:00,SOL_KOPPAL_50,13.277,50.0
2025-01-07 09:00:00,SOL_KOPPAL_50,21.666,50.0
2025-01-07 10:00:00,SOL_KOPPAL_50,27.476,50.0
2025-01-07 11:00:00,SOL_KOPPAL_50,30.634,50.0
2025-01-07 12:00:00,SOL_KOPPAL_50,30.105,50.0
2025-01-07 13:00:00,SOL_KOPPAL_50,27.987,50.0
2025-01-07 14:00:00,SOL_KOPPAL_50,22.291,50.0
2025-01-07 15:00:00,SOL_KOPPAL_50,14.009,50.0
2025-01-07 16:00:00,SOL_KOPPAL_50,6.972,50.0
2025-01-07 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-07 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-07 19:00:00,SOL_KOPPAL_50,1.159,50.0
2025-01-07 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-07 21:00:00,SOL_KOPPAL_50,0.273,50.0
2025-01-07 22:00:00,SOL_KOPPAL_50,0.652,50.0
2025-01-07 23:00:00,SOL_KOPPAL_50,0.248,50.0
2025-01-08 00:00:00,SOL_KOPPAL_50,1.418,50.0
2025-01-08 01:00:00,SOL_KOPPAL_50,0.033,50.0
2025-01-08 02:00:00,SOL_KOPPAL_50,0.418,50.0
2025-01-08 03:00:00,SOL_KOPPAL_50,0.142,50.0
2025-01-08 04:00:00,SOL_KOPPAL_50,0.973,50.0
2025-01-08 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 06:00:00,SOL_KOPPAL_50,1.943,50.0
2025-01-08 07:00:00,SOL_KOPPAL_50,5.434,50.0
2025-01-08 08:00:00,SOL_KOPPAL_50,14.638,50.0
2025-01-08 09:00:00,SOL_KOPPAL_50,19.823,50.0
2025-01-08 10:00:00,SOL_KOPPAL_50,27.628,50.0
2025-01-08 11:00:00,SOL_KOPPAL_50,29.201,50.0
2025-01-08 12:00:00,SOL_KOPPAL_50,30.857,50.0
2025-01-08 13:00:00,SOL_KOPPAL_50,27.079,50.0
2025-01-08 14:00:00,SOL_KOPPAL_50,21.838,50.0
2025-01-08 15:00:00,SOL_KOPPAL_50,12.808,50.0
2025-01-08 16:00:00,SOL_KOPPAL_50,5.208,50.0
2025-01-08 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-08 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 02:00:00,SOL_KOPPAL_50,0.744,50.0
2025-01-09 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 05:00:00,SOL_KOPPAL_50,0.053,50.0
2025-01-09 06:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 07:00:00,SOL_KOPPAL_50,5.725,50.0
2025-01-09 08:00:00,SOL_KOPPAL_50,13.532,50.0
2025-01-09 09:00:00,SOL_KOPPAL_50,22.906,50.0
2025-01-09 10:00:00,SOL_KOPPAL_50,28.189,50.0
2025-01-09 11:00:00,SOL_KOPPAL_50,27.886,50.0
2025-01-09 12:00:00,SOL_KOPPAL_50,28.183,50.0
2025-01-09 13:00:00,SOL_KOPPAL_50,25.464,50.0
2025-01-09 14:00:00,SOL_KOPPAL_50,18.777,50.0
2025-01-09 15:00:00,SOL_KOPPAL_50,12.207,50.0
2025-01-09 16:00:00,SOL_KOPPAL_50,4.715,50.0
2025-01-09 17:00:00,SOL_KOPPAL_50,1.652,50.0
2025-01-09 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-09 22:00:00,SOL_KOPPAL_50,0.83,50.0
2025-01-09 23:00:00,SOL_KOPPAL_50,0.199,50.0
2025-01-10 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-10 01:00:00,SOL_KOPPAL_50,0.537,50.0
2025-01-10 02:00:00,SOL_KOPPAL_50,0.809,50.0
2025-01-10 03:00:00,SOL_KOPPAL_50,0.595,50.0
2025-01-10 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-10 05:00:00,SOL_KOPPAL_50,0.544,50.0
2025-01-10 06:00:00,SOL_KOPPAL_50,0.697,50.0
2025-01-10 07:00:00,SOL_KOPPAL_50,4.265,50.0
2025-01-10 08:00:00,SOL_KOPPAL_50,11.47,50.0
2025-01-10 09:00:00,SOL_KOPPAL_50,19.826,50.0
2025-01-10 10:00:00,SOL_KOPPAL_50,22.885,50.0
2025-01-10 11:00:00,SOL_KOPPAL_50,26.808,50.0
2025-01-10 12:00:00,SOL_KOPPAL_50,25.801,50.0
2025-01-10 13:00:00,SOL_KOPPAL_50,19.389,50.0
2025-01-10 14:00:00,SOL_KOPPAL_50,17.592,50.0
2025-01-10 15:00:00,SOL_KOPPAL_50,11.486,50.0
2025-01-10 16:00:00,SOL_KOPPAL_50,4.692,50.0
2025-01-10 17:00:00,SOL_KOPPAL_50,0.713,50.0
2025-01-10 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-10 19:00:00,SOL_KOPPAL_50,1.681,50.0
2025-01-10 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-10 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-10 22:00:00,SOL_KOPPAL_50,0.61,50.0
2025-01-10 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 02:00:00,SOL_KOPPAL_50,0.565,50.0
2025-01-11 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 04:00:00,SOL_KOPPAL_50,0.65,50.0
2025-01-11 05:00:00,SOL_KOPPAL_50,0.379,50.0
2025-01-11 06:00:00,SOL_KOPPAL_50,1.733,50.0
2025-01-11 07:00:00,SOL_KOPPAL_50,4.454,50.0
2025-01-11 08:00:00,SOL_KOPPAL_50,8.77,50.0
2025-01-11 09:00:00,SOL_KOPPAL_50,15.542,50.0
2025-01-11 10:00:00,SOL_KOPPAL_50,20.664,50.0
2025-01-11 11:00:00,SOL_KOPPAL_50,24.377,50.0
2025-01-11 12:00:00,SOL_KOPPAL_50,24.728,50.0
2025-01-11 13:00:00,SOL_KOPPAL_50,19.33,50.0
2025-01-11 14:00:00,SOL_KOPPAL_50,18.343,50.0
2025-01-11 15:00:00,SOL_KOPPAL_50,13.144,50.0
2025-01-11 16:00:00,SOL_KOPPAL_50,5.524,50.0
2025-01-11 17:00:00,SOL_KOPPAL_50,1.034,50.0
2025-01-11 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 19:00:00,SOL_KOPPAL_50,0.024,50.0
2025-01-11 20:00:00,SOL_KOPPAL_50,0.92,50.0
2025-01-11 21:00:00,SOL_KOPPAL_50,0.235,50.0
2025-01-11 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-11 23:00:00,SOL_KOPPAL_50,0.009,50.0
2025-01-12 00:00:00,SOL_KOPPAL_50,0.434,50.0
2025-01-12 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 02:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 04:00:00,SOL_KOPPAL_50,0.635,50.0
2025-01-12 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 06:00:00,SOL_KOPPAL_50,0.739,50.0
2025-01-12 07:00:00,SOL_KOPPAL_50,4.995,50.0
2025-01-12 08:00:00,SOL_KOPPAL_50,11.43,50.0
2025-01-12 09:00:00,SOL_KOPPAL_50,19.857,50.0
2025-01-12 10:00:00,SOL_KOPPAL_50,24.565,50.0
2025-01-12 11:00:00,SOL_KOPPAL_50,28.218,50.0
2025-01-12 12:00:00,SOL_KOPPAL_50,29.547,50.0
2025-01-12 13:00:00,SOL_KOPPAL_50,25.878,50.0
2025-01-12 14:00:00,SOL_KOPPAL_50,20.57,50.0
2025-01-12 15:00:00,SOL_KOPPAL_50,13.247,50.0
2025-01-12 16:00:00,SOL_KOPPAL_50,5.588,50.0
2025-01-12 17:00:00,SOL_KOPPAL_50,1.695,50.0
2025-01-12 18:00:00,SOL_KOPPAL_50,0.569,50.0
2025-01-12 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 20:00:00,SOL_KOPPAL_50,0.963,50.0
2025-01-12 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-12 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 01:00:00,SOL_KOPPAL_50,0.9,50.0
2025-01-13 02:00:00,SOL_KOPPAL_50,0.141,50.0
2025-01-13 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 05:00:00,SOL_KOPPAL_50,0.677,50.0
2025-01-13 06:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 07:00:00,SOL_KOPPAL_50,4.897,50.0
2025-01-13 08:00:00,SOL_KOPPAL_50,12.978,50.0
2025-01-13 09:00:00,SOL_KOPPAL_50,18.223,50.0
2025-01-13 10:00:00,SOL_KOPPAL_50,24.904,50.0
2025-01-13 11:00:00,SOL_KOPPAL_50,30.896,50.0
2025-01-13 12:00:00,SOL_KOPPAL_50,30.385,50.0
2025-01-13 13:00:00,SOL_KOPPAL_50,28.224,50.0
2025-01-13 14:00:00,SOL_KOPPAL_50,21.484,50.0
2025-01-13 15:00:00,SOL_KOPPAL_50,14.127,50.0
2025-01-13 16:00:00,SOL_KOPPAL_50,8.367,50.0
2025-01-13 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 20:00:00,SOL_KOPPAL_50,0.703,50.0
2025-01-13 21:00:00,SOL_KOPPAL_50,0.392,50.0
2025-01-13 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-13 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 00:00:00,SOL_KOPPAL_50,0.331,50.0
2025-01-14 01:00:00,SOL_KOPPAL_50,0.17,50.0
2025-01-14 02:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 03:00:00,SOL_KOPPAL_50,0.42,50.0
2025-01-14 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 06:00:00,SOL_KOPPAL_50,0.84,50.0
2025-01-14 07:00:00,SOL_KOPPAL_50,4.983,50.0
2025-01-14 08:00:00,SOL_KOPPAL_50,9.661,50.0
2025-01-14 09:00:00,SOL_KOPPAL_50,17.82,50.0
2025-01-14 10:00:00,SOL_KOPPAL_50,26.403,50.0
2025-01-14 11:00:00,SOL_KOPPAL_50,28.631,50.0
2025-01-14 12:00:00,SOL_KOPPAL_50,27.491,50.0
2025-01-14 13:00:00,SOL_KOPPAL_50,23.341,50.0
2025-01-14 14:00:00,SOL_KOPPAL_50,18.664,50.0
2025-01-14 15:00:00,SOL_KOPPAL_50,12.761,50.0
2025-01-14 16:00:00,SOL_KOPPAL_50,4.248,50.0
2025-01-14 17:00:00,SOL_KOPPAL_50,0.821,50.0
2025-01-14 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 19:00:00,SOL_KOPPAL_50,0.14,50.0
2025-01-14 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-14 21:00:00,SOL_KOPPAL_50,0.897,50.0
2025-01-14 22:00:00,SOL_KOPPAL_50,1.122,50.0
2025-01-14 23:00:00,SOL_KOPPAL_50,0.513,50.0
2025-01-15 00:00:00,SOL_KOPPAL_50,1.299,50.0
2025-01-15 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-15 02:00:00,SOL_KOPPAL_50,0.193,50.0
2025-01-15 03:00:00,SOL_KOPPAL_50,0.525,50.0
2025-01-15 04:00:00,SOL_KOPPAL_50,0.278,50.0
2025-01-15 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-15 06:00:00,SOL_KOPPAL_50,0.322,50.0
2025-01-15 07:00:00,SOL_KOPPAL_50,6.686,50.0
2025-01-15 08:00:00,SOL_KOPPAL_50,13.075,50.0
2025-01-15 09:00:00,SOL_KOPPAL_50,21.054,50.0
2025-01-15 10:00:00,SOL_KOPPAL_50,24.013,50.0
2025-01-15 11:00:00,SOL_KOPPAL_50,27.039,50.0
2025-01-15 12:00:00,SOL_KOPPAL_50,27.631,50.0
2025-01-15 13:00:00,SOL_KOPPAL_50,25.859,50.0
2025-01-15 14:00:00,SOL_KOPPAL_50,19.884,50.0
2025-01-15 15:00:00,SOL_KOPPAL_50,13.213,50.0
2025-01-15 16:00:00,SOL_KOPPAL_50,5.362,50.0
2025-01-15 17:00:00,SOL_KOPPAL_50,0.29,50.0
2025-01-15 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-15 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-15 20:00:00,SOL_KOPPAL_50,0.742,50.0
2025-01-15 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-15 22:00:00,SOL_KOPPAL_50,0.111,50.0
2025-01-15 23:00:00,SOL_KOPPAL_50,0.845,50.0
2025-01-16 00:00:00,SOL_KOPPAL_50,0.44,50.0
2025-01-16 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 02:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 03:00:00,SOL_KOPPAL_50,0.292,50.0
2025-01-16 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 06:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 07:00:00,SOL_KOPPAL_50,4.957,50.0
2025-01-16 08:00:00,SOL_KOPPAL_50,11.436,50.0
2025-01-16 09:00:00,SOL_KOPPAL_50,18.692,50.0
2025-01-16 10:00:00,SOL_KOPPAL_50,25.122,50.0
2025-01-16 11:00:00,SOL_KOPPAL_50,28.092,50.0
2025-01-16 12:00:00,SOL_KOPPAL_50,28.779,50.0
2025-01-16 13:00:00,SOL_KOPPAL_50,24.0,50.0
2025-01-16 14:00:00,SOL_KOPPAL_50,19.488,50.0
2025-01-16 15:00:00,SOL_KOPPAL_50,12.918,50.0
2025-01-16 16:00:00,SOL_KOPPAL_50,4.294,50.0
2025-01-16 17:00:00,SOL_KOPPAL_50,0.586,50.0
2025-01-16 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 20:00:00,SOL_KOPPAL_50,0.663,50.0
2025-01-16 21:00:00,SOL_KOPPAL_50,0.82,50.0
2025-01-16 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-16 23:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 00:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 01:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 02:00:00,SOL_KOPPAL_50,0.615,50.0
2025-01-17 03:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 04:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 05:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 06:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 07:00:00,SOL_KOPPAL_50,4.225,50.0
2025-01-17 08:00:00,SOL_KOPPAL_50,11.436,50.0
2025-01-17 09:00:00,SOL_KOPPAL_50,18.855,50.0
2025-01-17 10:00:00,SOL_KOPPAL_50,22.378,50.0
2025-01-17 11:00:00,SOL_KOPPAL_50,28.386,50.0
2025-01-17 12:00:00,SOL_KOPPAL_50,28.607,50.0
2025-01-17 13:00:00,SOL_KOPPAL_50,24.244,50.0
2025-01-17 14:00:00,SOL_KOPPAL_50,18.799,50.0
2025-01-17 15:00:00,SOL_KOPPAL_50,13.617,50.0
2025-01-17 16:00:00,SOL_KOPPAL_50,6.124,50.0
2025-01-17 17:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 18:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 19:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 20:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 21:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 22:00:00,SOL_KOPPAL_50,0.0,50.0
2025-01-17 23:00:00,SOL_KOPPAL_50,1.435,50.0
2025-01-18 00:00:00,SOL_KOPPAL_50,0.929,50.0
2025-01-18 01:00:00,SOL_KOPPAL_50,0.312,50.0
